Lot,HWODescription,HWOApprovedAmount,SalesTax,AdminFee,ChargeAmount,Specialties,ISO,Country,Locality,Postcode,Street,Latitude,Longitude,Region
7,"at apt 4r, reinstall 1 w.g with stops and screws in the kitchen, install 1 w.g complete with stops and screw in the livingroom, install 1 w.g compl",82.42,7.31,32.97,122.7, ,EG,Egypt,10th of Ramadan City,44634,Abou Qir Street,31.314857,30.060508,Al Sharqia Governorate
50,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,191.73,17.02,76.69,285.44,"Repairs, Installation, Maintenance, Assembly",EG,Egypt,10th of Ramadan City,44634,Al Moustafa Street,31.315124,30.065067,Al Sharqia Governorate
40,"(apt #2) at bathroom: install (1) window guard complete. re-install (23) window guards and stops, (16) in livingroom, (3) in bedroom 1, (2) in bedr",182.19,15.26,27.33,224.78, ,EG,Egypt,Al Helsamiya,44669,Masnaa Al Intag Al Harby Street,31.317624,30.054721,Al Sharqia Governorate
16,replace one (1) window guard at kitchen window.,37.17,3.11,5.58,45.86,"Patio or porch, Driveway, Foundation, Sidewalk, Floor, Wall, Stairs",EG,Egypt,Bahnabai,44819,Shokry Al Qawatli Street,31.313643,30.067883,Al Sharqia Governorate
12,replace with new the missing radiator in the 1st room from north at west located at apt#2s,179.14,15.9,89.57,284.61,"Apply texture finish, Painting, Waterproofing, Soundproofing, Wallpaper",EG,Egypt,Cairo,44629,Al Geish Road,31.212476,29.917033,Al Sharqia Governorate
48,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,1065.69,91.92,75,1232.61, ,EG,Egypt,Ezab Arab al Tahawiya,44888,Al Mouhandes Hussein Ramadan Street,31.215042,29.925053,Al Sharqia Governorate
80,public area: at 1 1/2 story window stops - install 8 one way screws,174.41,15.04,26.16,215.61, ,EG,Egypt,Izbat al Hakim,44661,Street 50,31.215003,29.940159,Al Sharqia Governorate
42,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,0,0,0,0,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Izbat Suwaylim,44621,Al Geish Road,31.21012,29.910343,Al Sharqia Governorate
39,apt 3e....installl (2) window guards.,8.23,0.73,3.29,12.25,"Apply texture finish, Painting, Waterproofing, Soundproofing, Wallpaper",EG,Egypt,Kafr Farag Girgis,44692,Gamal Abd Al Naser Street,31.214063,29.935894,Al Sharqia Governorate
11,window guard replacement/repair: as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24,13.07,1.16,6.54,20.77,Specialties,EG,Egypt,Kafr Saqr,44689,Ibn Al Barizy Street,31.214857,29.929045,Al Sharqia Governorate
10,local law # 1 violation: as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½ 27-2056.11 and,460.74,38.59,69.11,568.44,"Cabinets, shelves, or bookcases, Outdoor animal enclosure, Walls, Door",EG,Egypt,Minshat Safwat,44769,Al Hekma Street,31.214906,29.96996,Al Sharqia Governorate
82,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,,EG,Egypt,Minya Al-Qamh,44692,Kolleyet Al Zeraah Street,31.214715,29.979897,Al Sharqia Governorate
10,public area: at south yard / fire passageway. loose wooden steps landing / platform . properly secure the loose wooden landing / platform at ste,71.2,6.32,35.6,113.12,"Repairs, Installation, Maintenance, Assembly, Painting",EG,Egypt,Minya Al-Qamh,44692,Street 2,31.215041,29.994921,Al Sharqia Governorate
52,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,390.74,34.68,156.3,581.72,PLUMB,EG,Egypt,Minya Al-Qamh,44692,14th May Street,31.213463,29.949547,Al Sharqia Governorate
28,l/l-1 ( clean only ) thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted in the scope of work pursuan,125.56,10.83,18.83,155.22,,EG,Egypt,Mit Yazid,44692,Street 38,31.217268,29.955452,Al Sharqia Governorate
51,"doh clean dws only: 1.front room (kitchen) from living room-floor, window sill & well",0,0,0,0,,EG,Egypt,Abu Qir,21913,"Matar Borg Al Arab, Al Mintaqa Al Senaaya Road",30.893835,29.694129,Alexandria Governorate
57,apt 1f..........................install / repair window guards throuhgout apartment.,32.44,2.88,16.22,51.54,PLUMB,EG,Egypt,Abu Qir,21913,Madrasa Nasim Street,31.214207,30.034768,Alexandria Governorate
37,(at apartment #3b): at kitchen install one window guard complete. at bedroom install stops and one-way screws. remove all work related debris.,87.8,7.57,15,110.37,,EG,Egypt,Abu Qir,21913,Extension Al Shahid Abd Al Moneim Riyad Street,31.21496,30.015053,Alexandria Governorate
39,adjust gas hot water heater control to provide adequate hot water to 120 degree.,72.63,6.08,10.89,89.6,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Abu Qir,21913,Street 8,31.214991,30.020024,Alexandria Governorate
6,"doh clean and dust-wipe only: 5th floor public hallway from stairs - floor, sill &well stairs from 4th to 5th floor public hallway- tread 4th flo",0,0,0,0,"Cabinets, shelves, or bookcases, Outdoor animal enclosure, Walls, Door, Deck, porch, or balcony, Furniture, Baseboards and/or crown molding, Stairs, Windows, Garage, carport, or shed, Soffit or fascia, Gazebo or pergola",EG,Egypt,Alexandria,21524,Al Salam Mosque Street,31.214966,30.02509,Alexandria Governorate
70,building front fire escape adjust drop ladder at fire escape to work properly,32.44,2.88,12.98,48.3,,EG,Egypt,Alexandria,21524,"Aswan, Abou Sambal Road",22.669744,31.484027,Alexandria Governorate
10,apt. #5d) install window guards complete throughout apartment,145.26,12.53,21.79,179.58,,EG,Egypt,Alexandria,21554,"Al Sad Al Aali, Aswan Road",24.034834,32.921226,Alexandria Governorate
38,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,412.89,35.61,61.93,510.43,"Wood, Chain link, Vinyl, Barbed Wire",EG,Egypt,Alexandria,21556,"Aswan, Al Sad Al Aali Road",24.034981,32.939101,Alexandria Governorate
29,apt. 6e: bedroom remove exposed electrical wire from bedroom west wall. remove all work related debris,0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Alexandria,21561,"Kima, Al Shalal Road",24.054984,32.919847,Alexandria Governorate
10,apartment # 1a. bathroom install new window guard complete. bedroom install window stops. note tenant refused two window guards due to a/c at living,0,0,0,0,,EG,Egypt,Alexandria,21561,"Luxor, Aswan Western Road",24.037062,32.847196,Alexandria Governorate
14,"apartment #3b install stops at window guard at two (2) windows in kitchen. install window guard with stops, two (2) windows in bedroom.",22.76,1.96,15,39.72,,EG,Egypt,Alexandria,21918,Aswan Western Agricultural Road,24.668888,32.926026,Alexandria Governorate
6,apt#3b: reinstall and secure all window guards throughout the entire apartment .,191.19,16.97,28.68,236.84,,EG,Egypt,Alexandria,21918,"Aswan, Abou Sambal Road",23.673699,32.437647,Alexandria Governorate
56,"remove free standing radiator at public hall, 2nd story remove all work related debris",76.29,6.77,19.07,102.13,,EG,Egypt,Alexandria,21922,25,24.034742,32.870092,Alexandria Governorate
28,properly secure one (1) loose hanging electrical light fixture in the 4th room.,15.98,1.38,15,32.36,,EG,Egypt,Alexandria,26215,"Cairo, Aswan Eastern Desert Road",24.669499,32.94741,Alexandria Governorate
53,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 a,0,0,0,0,"Lay grass or sod, Lay artificial turf, Plant trees or shrubs",EG,Egypt,Alexandria,26215,Gammal Abd Al Naser Street,31.310637,30.351131,Alexandria Governorate
42,front yard iron gate door. remove double key cylinder from gate and install lock blanck plates.,48.42,4.3,12.11,64.83,,EG,Egypt,Dauwar Masri,23719,"Side Cairo, Alexandria Desert Road",30.653639,30.097545,Alexandria Governorate
307,apartment #5d install one (1) window guard with stops and screws in bathroom.,41.82,0,0,41.82,"Repairs, Installation, Maintenance, Assembly, Painting",EG,Egypt,Ezab Nubar,21947,Gesr Al Bahr Street,31.214571,30.520735,Alexandria Governorate
39,public hall - stair 6th story - remove refrigerator with door intect from 6th story public hall stair and remove door/s.,48.42,4.06,7.26,59.74,,EG,Egypt,Izbat al Shaykh al Maraghi,21945,"Housh Eissa, Al Dalangat Road",30.888831,30.281284,Alexandria Governorate
8,"apt # 6g kitchen: repair the broken/ defective connection at waste line under sink. at the time of this invitation to bid, it is not anticipat",171.77,15.24,68.71,255.72,"Repairs, Installation, Assembly, Painting",EG,Egypt,Izbat al Shaykh al Maraghi,21945,Street 2,31.31499,30.294989,Alexandria Governorate
27,"apartment #3a re-install one (1) window guard and stops each, one (1) in kitchen, one(1) livingroom, one (2) in bedrooms and in bathroom. instal",24.21,2.09,15,41.3,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Izbat al Shaykh al Maraghi,21947,Al Bahr Street,30.890329,30.655252,Alexandria Governorate
26,at basement- at boiler room: adjust the hot water temp at #6 oil boiler in order to have 120 degrees water reach the top floor in ''d'' line of apts.,72.63,6.45,18.16,97.24,"Installation, Maintenance, Assembly, Painting",EG,Egypt,Abu Simbel,81525,Al Sayed Shokr Street,30.889971,30.664948,Assouan
40,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,230.1,19.85,34.52,284.47,"Laminate, Linoleum, Vinyl sheet, Luxury vinyl flooring, Engineered hardwood, Solid wood, Tile, Concrete, Carpet",EG,Egypt,Aswan,81514,Gammal Abd Al Naser Street,30.889968,30.660013,Assouan
54,"apt.#2f: bathroom, install (1) window guard.",24.21,2.09,15,41.3,"Washer or dryer, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Aswan,81514,Al Masraf Al Khairy Street,31.31497,30.370008,Assouan
53,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,0,0,0,0,,EG,Egypt,Aswan,81515,Madrab Al Arz Street,31.316971,30.379468,Assouan
18,"public area: at public hall, provide and install (1) missing window stops at 2nd sty public hall window. '' remove all work related debris''.",49.98,4.31,15,69.29,,EG,Egypt,Aswan,81531,International Coastal Road,31.311637,30.278086,Assouan
4,apt. 4f: bedroom-- -inst. 1-windowguard kit-- ---inst. 1-windowguard l/r-- - inst. 1-windowguard bath-- --inst. 1- windowguard,108.59,9.64,43.44,161.67,PLUMB,EG,Egypt,Naj al Hawsh,81638,"Side Cairo, Alexandria Desert Road",30.513375,30.239408,Assouan
7501,basement: lower the boiler's hot water temperature,32.44,2.8,15,50.24,,EG,Egypt,Sahara City,81545,Saad Zaghloul Street,29.374798,31.198859,Assouan
7,"at (apt.#2l) install (7) window guards, at bedroom,livingroom,kitchen & bathroom. a total of (7) window guards.",24.21,2.09,15,41.3,,EG,Egypt,Shash Village,81531,"Korimat, Zaafarana Road",29.09986,31.428073,Assouan
33,( at apt. c) replace radiator valve and air valve at livingroom radiator.,40.19,3.47,15,58.66,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,�������,81638,Cairo Asyout Desert Road,29.615005,31.410278,Assouan
19,apt# 2g; provide and install window guards cpmplete throughout apt. as per hpd specs,3.87,0.34,1.94,6.15,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Al Busayli,22748,Riyad Street,29.095018,31.100137,Beheira Governorate
30,apartment #5f: south bedroom: replace 1 broken window guard. bathroom: clear stoppage @ bath tub.,185.46,16,27.82,229.28,,EG,Egypt,Al Nubaria,22773,Masraf Ashmant Road,29.095013,31.109978,Beheira Governorate
29,apt 52...... install (1) window guard throught-apartment.,8.23,0.73,3.29,12.25,PLUMB,EG,Egypt,Al-Mahmudiya,22718,Ring Road,29.094124,31.104822,Beheira Governorate
83,"(apt #d7) at livingroom: reinstall (2) window guards with stops. at bathroom: remove, supply and install (1) window guard with stops. at bedroom #",227.9,19.09,34.19,281.18,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Hawsh Isa,22728,Ring Road,29.094707,31.09511,Beheira Governorate
1,"apartment#6l: repair window stops and screws at livingroom, bathroom, bedroom, bedroom#2.",64.01,5.52,15,84.53,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Idku,22748,Gammal Abd Al Naser Street,29.094318,30.955382,Beheira Governorate
29,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,0,0,0,0,"Standard, French or double, Sliding glass, Sliding pocket",EG,Egypt,Itay el-Barud,22951,Madrasa Abou Zid Al Abtda'yh Street,29.095095,30.96487,Beheira Governorate
50,apt 7) at bedroom supply and install window guard,123,10.61,18.45,152.06,"Washer or dryer, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Itay el-Barud,22951,Masr W Al Sudan Street,29.09495,30.940299,Beheira Governorate
23,apt 1c: provide and install / repair window guards throughout apartment.,101.13,8.98,50.57,160.68,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Itay el-Barud,22951,Masraf Gawhar Street,29.094642,30.945626,Beheira Governorate
29,"apt. #2c) at livingroom , bedrooms 1 and 2 kitchen and bathroom reinstall window guards with stops.",128.21,11.06,19.23,158.5,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Izbat al Muhit,22748,Sherif Basha Road,29.095732,31.128979,Beheira Governorate
40,"free standing radiator at public hall, 1st story remove all work related debris",68.14,5.71,10.22,84.07,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Izbat al Muhit,22748,"Ra's Ghareb, Al Sheikh Fadl Road",28.279317,31.911039,Beheira Governorate
76,"(apt. 3f) install 4 window guards complete at livingroom(1), bedroom(2), and kitchen(1). remove all work related debris.",175.24,15.11,26.29,216.64,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Izbat Kawm al Kalakh,22748,Teraa Sharhy Street,29.094221,30.950511,Beheira Governorate
43,"(apt#2-r) repair (3) window guards with one-way screws and stop. (1) in the living room, (2) in bedroom #3. remove all work related debris.",24.21,2.03,3.63,29.87,"Two-story building, Three-story building",EG,Egypt,Wadi el Natroun,22856,Teraa Al Bohiah Al Bahareya Street,30.889508,31.485192,Beheira Governorate
220,"seal all accessible opening to illegal cellar apartment. shut off gas, light and water at basement. remove all work related debris.",289.25,24.22,43.39,356.86,,EG,Egypt,Atf Ifwah,62951,Al Mansoura Street,31.214788,31.64524,Beni Suef Governorate
58,"replace with new the broken / defective air valve at baseboard radiator in the 4th room from north located at apt#4l,",20.34,1.81,10.17,32.32,"Two-story building, Three-story building",EG,Egypt,Beni Suef,11511,Al Bahr Al Gadid Street,31.215,31.345082,Beni Suef Governorate
22,apt 64) at bedroom re-install window guard. '' remove all work related debris''.,20.34,1.75,15,37.09,,EG,Egypt,Beni Suef,12959,Al Teraa Street,31.214993,31.349954,Beni Suef Governorate
